TimeStamp,V10_0,V10_1,V10_2,V10_3,V10_4,V10_5,V50_0,V50_1,V50_2,V50_3,V50_4,V50_5,V100_0,V100_1,V100_2,V100_3,V100_4,V100_5,V200_0,V200_1,V200_2,V200_3,V200_4,V200_5,V250_0,V250_1,V250_2,V250_3,V250_4,V250_5
67,0.0001531,-0.93996794,-0.805939941,-0.273344301,0.000348972,4.16E-13,-0.003322767,-0.671160891,-0.916850399,-0.256405575,0.002476593,-0.034638171,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-0.020553054,-1.088341897,-1.053827026,-0.16980687,0.005635614,-0.138552806,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0
68,0.00015367,-0.939571311,-0.809105565,-0.273343013,0.000350538,4.15E-13,0.002939613,-0.536908082,-0.905740768,-0.270384086,0.001579065,4.13E-09,6.19E-05,0.063186184,-0.793136851,-0.274189972,0.003600111,0.001363879,-0.028167716,-1.11948722,-1.05592856,-0.17414672,0.005166455,-0.138552813,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0
69,0.000154233,-0.939148503,-0.812237937,-0.273341722,0.000352104,4.15E-13,0.002755635,-0.508359149,-0.902065327,-0.27037923,0.001691502,3.82E-09,0.000627159,0.103366752,-0.780803752,-0.285504509,0.003105188,0.013811983,-0.034263588,-1.142870068,-1.056260717,-0.177285817,0.004818688,-0.138552819,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0
70,0.00015479,-0.938699422,-0.815336905,-0.273340429,0.00035367,4.14E-13,0.002569377,-0.47974529,-0.898189058,-0.270375823,0.001803766,3.51E-09,0.001791755,0.184504775,-0.755984132,-0.308585348,0.002092957,0.039249413,-0.038708319,-1.159168581,-1.05579311,-0.179404525,0.004579066,-0.138552823,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0
71,0.000155339,-0.93822398,-0.818402318,-0.273339132,0.000355236,4.14E-13,0.002381104,-0.451081863,-0.894112954,-0.270373854,0.001915857,3.20E-09,0.00361037,0.304555504,-0.719273475,-0.343208845,0.000570123,0.077676169,-0.041436117,-1.16888637,-1.055219312,-0.180637833,0.004437446,-0.138552826,-0.000429393,-0.741862794,-0.913553844,-0.273643864,0.000574878,-0.000263953
72,0.000155882,-0.937722086,-0.821434026,-0.273337833,0.000356801,4.14E-13,0.002191085,-0.42238421,-0.889838058,-0.270373312,0.002027777,2.89E-09,0.003422553,0.266893639,-0.731076372,-0.334846105,0.000916381,0.069276404,-0.042418675,-1.17233649,-1.054959975,-0.181069974,0.004387411,-0.138552828,-0.010199643,-0.748673138,-0.898160485,-0.281430873,0.00309418,-0.006269072
73,0.000156418,-0.937193653,-0.824431882,-0.273336531,0.000358367,4.13E-13,0.001999591,-0.393667646,-0.885365464,-0.270374188,0.002139527,2.58E-09,0.003745538,0.250834329,-0.736449169,-0.333800037,0.000929232,0.069276404,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.032902408,-0.764079896,-0.862421273,-0.299482226,0.008978566,-0.020198917
74,0.000156947,-0.936638593,-0.82739574,-0.273335227,0.000359933,4.13E-13,0.001806891,-0.364947457,-0.880696318,-0.270376469,0.002251109,2.27E-09,0.004255266,0.229416992,-0.74339024,-0.332412457,0.000945992,0.069276403,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.068873255,-0.786794415,-0.806383862,-0.327680023,0.018447791,-0.042093666
75,0.000157469,-0.936056822,-0.830325454,-0.27333392,0.000361499,4.13E-13,0.001613258,-0.336238884,-0.875831818,-0.270380142,0.002362524,1.96E-09,0.005016744,0.202684438,-0.7516899,-0.330693685,0.000966177,0.069276403,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.070570536,-0.781090831,-0.805873519,-0.327497811,0.0194635,-0.042454736
76,0.000157984,-0.935448254,-0.833220883,-0.273332611,0.000363065,4.12E-13,0.001418963,-0.30755712,-0.87077321,-0.270385195,0.002473776,1.66E-09,0.006107886,0.170700487,-0.761080403,-0.328658601,0.000989018,0.069276402,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.072628172,-0.771774449,-0.805639715,-0.326872721,0.02088044,-0.042698632
77,0.000158492,-0.934812807,-0.836081885,-0.273331299,0.000364631,4.12E-13,0.001224276,-0.2789173,-0.865521791,-0.270391613,0.002584864,1.35E-09,0.007616719,0.133556667,-0.771232883,-0.326327894,0.001013352,0.069276402,-0.001663904,-0.742728142,-0.911609592,-0.274627743,0.000892906,-0.001022818,-0.07546457,-0.759183509,-0.805208407,-0.325987573,0.022818628,-0.043036433
78,0.000158993,-0.934150398,-0.838908321,-0.273329985,0.000366196,4.11E-13,0.001029468,-0.250334491,-0.86007891,-0.270399381,0.002695793,1.04E-09,0.009637612,0.091380041,-0.781754188,-0.323729488,0.001037498,0.069276402,-0.014657717,-0.751748782,-0.891135053,-0.284982612,0.004245839,-0.009007964,-0.079103575,-0.743397512,-0.804476895,-0.324810487,0.025282515,-0.043475476
79,0.000159487,-0.933460947,-0.841700054,-0.273328668,0.000367762,4.11E-13,0.000834806,-0.221823686,-0.854445963,-0.270408484,0.002806562,7.27E-10,0.012266363,0.044342049,-0.792183942,-0.320900093,0.001059112,0.069276403,-0.040625491,-0.769154261,-0.8503064,-0.305590653,0.010993955,-0.02492282,-0.083572827,-0.72450634,-0.803323617,-0.323297851,0.02827474,-0.044028645
80,0.000159974,-0.932744374,-0.844456946,-0.27332735,0.000369328,4.11E-13,0.000640558,-0.193399797,-0.848624395,-0.270418905,0.002917175,4.18E-10,0.015594064,-0.007331855,-0.801992184,-0.317886808,0.00107503,0.069276404,-0.080045901,-0.793310464,-0.789245784,-0.336270572,0.021439127,-0.048824604,-0.088901201,-0.702604145,-0.801612715,-0.321392389,0.031793686,-0.044717296
81,0.000160453,-0.932000601,-0.847178864,-0.273326029,0.000370894,4.10E-13,0.000446986,-0.165077642,-0.842615703,-0.270430628,0.003027634,1.08E-10,0.019699708,-0.063352,-0.810578049,-0.314748693,0.001081103,0.069276406,-0.071013048,-0.77907252,-0.805828802,-0.327364568,0.019769127,-0.042507162,-0.095114823,-0.677783153,-0.799198574,-0.319020889,0.035830135,-0.045575211
82,0.000160926,-0.931229551,-0.849865676,-0.273324706,0.000372459,4.10E-13,0.000254351,-0.13687194,-0.836421428,-0.270443634,0.003137941,-2.01E-10,0.024641674,-0.123354069,-0.817270008,-0.311558209,0.001072037,0.06927641,-0.073263414,-0.768930831,-0.805554051,-0.326676876,0.021315934,-0.042774065,-0.102231014,-0.65012794,-0.795930302,-0.316091259,0.040362717,-0.046653835
83,0.000161391,-0.930431147,-0.852517249,-0.273323382,0.000374025,4.10E-13,0.001596357,-0.071754494,-0.82931931,-0.276948196,0.002794911,0.012709017,0.017656431,-0.402908279,-0.897309605,-0.257850576,0.00318981,8.49E-09,-0.076298047,-0.755533167,-0.805058134,-0.325722159,0.023385165,-0.043136314,-0.110249277,-0.61971105,-0.79165641,-0.312488169,0.045351761,-0.048029116
84,0.000161849,-0.929605316,-0.855133456,-0.273322055,0.000375591,4.09E-13,0.004081446,0.01814184,-0.82331157,-0.288735247,0.002064783,0.034638172,0.006335044,-0.678329645,-0.976971432,-0.207679256,0.005106985,-0.069276395,-0.080141921,-0.738962176,-0.804233214,-0.324465773,0.025981008,-0.043602406,-0.11913813,-0.58659162,-0.786230263,-0.308065974,0.050730954,-0.049810333
85,0.0001623,-0.928751984,-0.857714168,-0.273320726,0.000377157,4.09E-13,0.003995982,0.04180894,-0.818839726,-0.289277879,0.002111463,0.034638172,0.002890089,-0.727535181,-0.985898558,-0.21143888,0.00463526,-0.069276396,-0.084823272,-0.719309392,-0.802953724,-0.322860881,0.029105296,-0.044187035,-0.128816204,-0.550820279,-0.779517264,-0.302636738,0.056396065,-0.052151403
86,0.000162744,-0.927871079,-0.86025926,-0.273319396,0.000378722,4.08E-13,0.003969473,0.063207061,-0.814652314,-0.289763721,0.002154365,0.034638172,-0.000660143,-0.770982119,-0.991507494,-0.214678397,0.004217049,-0.069276397,-0.090370731,-0.696669059,-0.801080947,-0.320846452,0.032754869,-0.044914245,-0.042233965,-0.5102559,-0.861340235,-0.255510496,0.031433542,-0.00859283
87,0.00016318,-0.92696253,-0.862768608,-0.273318063,0.000380288,4.08E-13,0.003986855,0.082362778,-0.810785062,-0.290194582,0.002193382,0.034638172,-0.004157301,-0.809009502,-0.994481874,-0.217437822,0.003850186,-0.069276399,-0.096808886,-0.671131993,-0.798467526,-0.318344872,0.036917949,-0.045821688,-0.041933937,-0.489531709,-0.845910833,-0.254306614,0.032675231,-0.00986486
88,0.000163609,-0.926026267,-0.865242089,-0.273316729,0.000381854,4.08E-13,0.004034741,0.099303044,-0.807269835,-0.290572246,0.002228406,0.034638173,-0.007480916,-0.841959734,-0.995447998,-0.219760197,0.003532059,-0.069276401,-0.104151588,-0.642780094,-0.794961964,-0.315258724,0.041569245,-0.046966222,-0.04131316,-0.469759542,-0.82954536,-0.252719483,0.033792319,-0.011355036
89,0.00016403,-0.925062222,-0.867679584,-0.273315393,0.000383419,4.07E-13,0.004101399,0.114054208,-0.804134719,-0.290898418,0.002259328,0.034638173,-0.010542027,-0.87016602,-0.994969702,-0.22168907,0.00325983,-0.069276403,-0.112392024,-0.611682509,-0.790413426,-0.31146591,0.046663305,-0.048431213,-0.040326283,-0.451084487,-0.81224914,-0.250710121,0.034755115,-0.013078496
90,0.000164445,-0.924070327,-0.870080972,-0.273314056,0.000384985,4.07E-13,0.004176716,0.126641148,-0.801404093,-0.29117468,0.002286041,0.034638173,-0.013277023,-0.893942124,-0.993545311,-0.223266476,0.003030623,-0.069276406,-0.121488276,-0.577895437,-0.784677519,-0.30681159,0.05212553,-0.050335931,-0.038927223,-0.433688524,-0.794036711,-0.24822444,0.035532307,-0.015049457
91,0.000164851,-0.923050519,-0.872446138,-0.273312717,0.000386551,4.07E-13,0.004252147,0.137086524,-0.799098705,-0.291402455,0.002308449,0.034638173,-0.015642016,-0.913574151,-0.991606147,-0.224531362,0.002841678,-0.069276408,-0.086762695,-0.533990034,-0.824928895,-0.278666203,0.044113059,-0.030299764,-0.037070668,-0.41779619,-0.77493578,-0.245191746,0.036091378,-0.017279976
92,0.000165251,-0.92200273,-0.874774966,-0.273311377,0.000388116,4.06E-13,0.004320672,0.145410146,-0.797235733,-0.291582972,0.002326467,0.034638173,-0.017607933,-0.929314053,-0.989516153,-0.225518376,0.002690474,-0.06927641,-0.042186609,-0.504992327,-0.857570669,-0.255243841,0.031754091,-0.008891225,-0.034714055,-0.403678134,-0.754992587,-0.241524082,0.036399174,-0.019778014
93,0.000165642,-0.9209269,-0.877067342,-0.273310035,0.000389682,4.06E-13,0.004376746,0.151628458,-0.795828836,-0.291717247,0.002340024,0.034638173,-0.019156401,-0.941374602,-0.987572226,-0.226256959,0.002574828,-0.069276412,-0.04181056,-0.484494319,-0.841907141,-0.253947042,0.032967314,-0.010216354,-0.031820136,-0.391650175,-0.734278853,-0.237117419,0.036422664,-0.022544557
94,0.000166027,-0.919822964,-0.879323155,-0.273308692,0.000391247,4.05E-13,0.004416257,0.155754128,-0.794888206,-0.291806054,0.002349065,0.034638174,-0.020276447,-0.94992559,-0.986004944,-0.226770698,0.002492965,-0.069276413,-0.04110256,-0.464981494,-0.825308178,-0.252258568,0.034048681,-0.011763452,-0.028360278,-0.382064029,-0.712900264,-0.231856225,0.036129929,-0.025569491
95,0.000166403,-0.918690864,-0.881542294,-0.273307348,0.000392813,4.05E-13,0.00443649,0.157795742,-0.794420595,-0.291849917,0.002353553,0.034638174,-0.020961974,-0.955091079,-0.984979415,-0.227076861,0.002443571,-0.069276413,-0.040016957,-0.446607576,-0.807781106,-0.250135824,0.034968066,-0.013547513,-0.024318732,-0.375284083,-0.691006161,-0.225623726,0.035491447,-0.028825877
96,0.000166773,-0.917530539,-0.883724653,-0.273306002,0.000394379,4.05E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-0.021209994,-0.956947526,-0.984596028,-0.227186104,0.002425831,-0.069276414,-0.038507701,-0.429564705,-0.789343333,-0.247520691,0.035693812,-0.015582354,-0.01969816,-0.371642649,-0.668799418,-0.218321,0.034481759,-0.032262352
97,0.000167134,-0.916341931,-0.885870124,-0.273304655,0.000395944,4.04E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.036529963,-0.414088738,-0.770026637,-0.244338167,0.036193183,-0.017879221,-0.014526749,-0.371364977,-0.646544486,-0.209898693,0.033081618,-0.035793503
98,0.000167488,-0.915124984,-0.887978603,-0.273303308,0.00039751,4.04E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.034042242,-0.400461953,-0.749882915,-0.240496068,0.036432975,-0.020444645,-0.008867092,-0.374456698,-0.62457004,-0.200404844,0.031280797,-0.03928851
99,0.000167835,-0.913879641,-0.890049986,-0.273301959,0.000399075,4.03E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.031009101,-0.389010447,-0.728991526,-0.235886883,0.036380332,-0.02327728,-0.002826432,-0.380553791,-0.603260704,-0.190049834,0.029081673,-0.042559122
100,0.000168173,-0.91260585,-0.892084174,-0.273300609,0.000400641,4.03E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-7.93E-18,-0.74156149,-0.914230021,-0.273301665,0.000464278,0,-0.027404684,-0.380091977,-0.707468131,-0.230393523,0.036003801,-0.026363411,0.003433397,-0.38875339,-0.583030613,-0.179282708,0.026503697,-0.045349366
101,0.000168505,-0.911303557,-0.894081068,-0.273299258,0.000402207,4.03E-13,-2.62E-17,0.058764751,-0.79449649,-0.272950071,0.003654285,0,-0.001663904,-0.742728142,-0.911609592,-0.274627743,0.000892906,-0.001022818,-0.02321727,-0.374068136,-0.685474555,-0.223901459,0.035274703,-0.029670785,0.009690261,-0.39747707,-0.564271288,-0.168860018,0.02358858,-0.047331268
102,0.000168828,-0.90997271,-0.896040568,-0.273297906,0.000403772,4.02E-13,4.59E-05,0.062045043,-0.793487868,-0.273870157,0.003614082,0.001012085,-0.014657717,-0.751748782,-0.891135053,-0.284982612,0.004245839,-0.009007964,-0.018455166,-0.371252872,-0.663228447,-0.216320613,0.034168907,-0.033140505,0.015667207,-0.404464067,-0.547269997,-0.159869013,0.020405638,-0.048112947
103,0.000169143,-0.90861326,-0.897962581,-0.273296554,0.000405338,4.02E-13,0.000357963,0.084213995,-0.786686522,-0.28011814,0.003340713,0.007885603,-0.040625491,-0.769154261,-0.8503064,-0.305590653,0.010993955,-0.02492282,-0.013154264,-0.371828643,-0.641010385,-0.207620809,0.032669131,-0.036676925,0.021058203,-0.407028834,-0.532105321,-0.153648366,0.017056,-0.047266867
104,0.000169451,-0.907225157,-0.899847013,-0.273295201,0.000406903,4.02E-13,0.000967774,0.126790401,-0.773686499,-0.292257348,0.002807949,0.021253785,-0.080045901,-0.793310464,-0.789245784,-0.336270572,0.021439127,-0.048824604,-0.007387325,-0.375723989,-0.61916438,-0.197883965,0.030767926,-0.040135979,0.025581056,-0.402694842,-0.518544868,-0.151550626,0.013673594,-0.04438487
105,0.000169751,-0.905808353,-0.901693772,-0.273293847,0.000408469,4.01E-13,0.001890625,0.188724783,-0.754870488,-0.310224073,0.00201609,0.041116629,-0.071013048,-0.77907252,-0.805828802,-0.327364568,0.019769127,-0.042507162,-0.001274386,-0.382455981,-0.598085798,-0.187372812,0.028471489,-0.043313305,0.029053588,-0.390170125,-0.505990424,-0.154538544,0.010420189,-0.039160703
106,0.000170044,-0.904362804,-0.903502767,-0.273292493,0.000410034,4.01E-13,0.001643822,0.162280919,-0.763466109,-0.304147858,0.002267204,0.034638202,-0.073263414,-0.768930831,-0.805554051,-0.326676876,0.021315934,-0.042774065,0.005007884,-0.390962642,-0.578189147,-0.176607781,0.025804328,-0.045934973,0.031469368,-0.370353125,-0.49352296,-0.162713198,0.007472135,-0.031488846
107,0.000170328,-0.902888462,-0.905273911,-0.273291138,0.0004116,4.00E-13,0.001717923,0.154100274,-0.766692738,-0.303877997,0.002256603,0.034638202,-0.076298047,-0.755533167,-0.805058134,-0.325722159,0.023385165,-0.043136314,0.011222503,-0.399487715,-0.559848659,-0.166428854,0.02281457,-0.047655621,0.033031735,-0.346802268,-0.480074612,-0.174988765,0.004998259,-0.021553082
108,0.000170605,-0.901385286,-0.907007117,-0.273289783,0.000413165,4.00E-13,0.001826572,0.143269413,-0.770905968,-0.303521608,0.002242509,0.034638202,-0.080141921,-0.738962176,-0.804233214,-0.324465773,0.025981008,-0.043602406,0.017081845,-0.405626714,-0.543309731,-0.157998954,0.019579173,-0.048070849,0.034110028,-0.325161723,-0.464694136,-0.189147131,0.003131939,-0.009867581
109,0.000170873,-0.899853232,-0.908702301,-0.273288427,0.00041473,4.00E-13,0.001978386,0.129797988,-0.776052516,-0.303079834,0.002224872,0.034638202,-0.084823272,-0.719309392,-0.802953724,-0.322860881,0.029105296,-0.044187035,0.022279772,-0.406671225,-0.528581844,-0.152689475,0.016207558,-0.046751674,0.035120677,-0.311561237,-0.446807773,-0.202344416,0.001944292,0.002761652
110,0.000171134,-0.89829226,-0.910359381,-0.273287071,0.000416296,3.99E-13,0.002183892,0.1136994,-0.782065229,-0.302554228,0.002203624,0.034638202,-0.090370731,-0.696669059,-0.801080947,-0.320846452,0.032754869,-0.044914245,0.026551396,-0.400340432,-0.515343233,-0.151798705,0.012841368,-0.043306733,0.036385767,-0.310694225,-0.426361487,-0.211877211,0.001427437,0.015361086
111,0.000171387,-0.89670233,-0.911978275,-0.273285714,0.000417861,3.99E-13,0.002455384,0.09499169,-0.788862609,-0.301946837,0.002178666,0.034638201,-0.096808886,-0.671131993,-0.798467526,-0.318344872,0.036917949,-0.045821688,0.02975222,-0.385805776,-0.502906405,-0.156116854,0.009647623,-0.037470523,0.038039465,-0.324529053,-0.403787346,-0.21585871,0.001494721,0.026968235
112,0.000171632,-0.895083404,-0.913558904,-0.273284358,0.000419427,3.99E-13,0.002806721,0.073698598,-0.796348255,-0.301260303,0.002149859,0.034638201,-0.104151588,-0.642780094,-0.794961964,-0.315258724,0.041569245,-0.046966222,0.031927675,-0.364621258,-0.490294206,-0.165467336,0.006803172,-0.029202729,0.040020401,-0.352176756,-0.379829037,-0.213535284,0.001998821,0.036806125
113,0.000171869,-0.893435445,-0.915101193,-0.273283001,0.000420992,3.98E-13,0.003253088,0.049850767,-0.804410277,-0.300497971,0.002117021,0.034638201,-0.112392024,-0.611682509,-0.790413426,-0.31146591,0.046663305,-0.048431213,0.033330099,-0.340966617,-0.476441167,-0.178457749,0.0044707,-0.018768571,0.042135178,-0.390724786,-0.355322084,-0.205204052,0.002761778,0.044397413
114,0.000172098,-0.891758417,-0.916605064,-0.273281644,0.000422557,3.98E-13,0.003810681,0.023487107,-0.812920687,-0.299664014,0.002079908,0.034638201,-0.121488276,-0.577895437,-0.784677519,-0.30681159,0.05212553,-0.050335931,0.034353847,-0.320786417,-0.460468839,-0.192650663,0.002770294,-0.006762317,0.129849329,-0.572214494,-0.272293237,-0.246925179,0.018652495,0.131311145
115,0.000172319,-0.890052286,-0.918070446,-0.273280287,0.000424123,3.97E-13,0.004496337,-0.005343724,-0.821734785,-0.298763564,0.00203821,0.034638201,-0.086762695,-0.533990034,-0.824928895,-0.278666203,0.044113059,-0.030299764,0.035404267,-0.310021957,-0.441926646,-0.205162779,0.001754311,0.005953552,0.121277918,-0.634077688,-0.243714423,-0.221010725,0.025885409,0.122420183
116,0.000172533,-0.88831702,-0.919497267,-0.27327893,0.000425688,3.97E-13,0.002745188,-0.147830595,-0.865640585,-0.268657227,0.003272553,-4.66E-10,-0.042186609,-0.504992327,-0.857570669,-0.255243841,0.031754091,-0.008891225,0.036762118,-0.312764397,-0.420892008,-0.213442451,0.001394417,0.018390584,0.112747589,-0.684934693,-0.220172773,-0.196310017,0.031196718,0.112517532
117,0.000172738,-0.886552586,-0.920885457,-0.273277573,0.000427254,3.97E-13,0.002982809,-0.179391218,-0.875755579,-0.268725746,0.003154911,-1.47E-10,-0.04181056,-0.484494319,-0.841907141,-0.253947042,0.032967314,-0.010216354,0.038509995,-0.330234206,-0.397894851,-0.215873278,0.00158648,0.029617867,0.104556763,-0.725780198,-0.200754811,-0.174175484,0.034979539,0.102758855
118,0.000172935,-0.884758955,-0.922234949,-0.273276217,0.000428819,3.96E-13,0.003211994,-0.210681667,-0.885109641,-0.26879781,0.003036937,1.71E-10,-0.04110256,-0.464981494,-0.825308178,-0.252258568,0.034048681,-0.011763452,0.040545718,-0.360932933,-0.373721917,-0.21198525,0.002172441,0.038925876,0.096949488,-0.758237267,-0.184743246,-0.155068944,0.037602377,0.093790398
119,0.000173124,-0.882936098,-0.923545677,-0.273274861,0.000430384,3.96E-13,0.003432409,-0.241680395,-0.893693378,-0.26887334,0.002918634,4.90E-10,-0.040016957,-0.446607576,-0.807781106,-0.250135824,0.034968066,-0.013547513,0.042656829,-0.401628457,-0.349201272,-0.202291406,0.002971849,0.045919847,0.090096682,-0.783905515,-0.171591693,-0.138991707,0.039375483,0.085918842
120,0.000173304,-0.881083987,-0.924817576,-0.273273504,0.00043195,3.96E-13,0.003643751,-0.272366253,-0.901498177,-0.268952258,0.002800006,8.09E-10,-0.038507701,-0.429564705,-0.789343333,-0.247520691,0.035693812,-0.015582354,0.12771944,-0.588710152,-0.26461953,-0.24045676,0.020661402,0.129270452,0.084103152,-0.804118518,-0.160883939,-0.125743159,0.040543868,0.079247168
121,0.000173477,-0.879202597,-0.926050586,-0.273272149,0.000433515,3.95E-13,0.003845741,-0.302718508,-0.908516206,-0.269034481,0.002681059,1.13E-09,-0.036529963,-0.414088738,-0.770026637,-0.244338167,0.036193183,-0.017879221,0.11912932,-0.6478053,-0.237395781,-0.214648497,0.027378157,0.119983844,0.079023684,-0.819899655,-0.152299639,-0.11506093,0.041292961,0.073768511
122,0.000173642,-0.877291902,-0.927244646,-0.273270793,0.00043508,3.95E-13,0.004038131,-0.332716853,-0.914740428,-0.269119923,0.002561797,1.45E-09,-0.034042242,-0.400461953,-0.749882915,-0.240496068,0.036432975,-0.020444645,0.110657314,-0.69602502,-0.214962993,-0.190506545,0.032270518,0.110031794,0.074879631,-0.831996404,-0.145590669,-0.10668997,0.041758684,0.069425447
123,0.000173798,-0.87535188,-0.928399697,-0.273269439,0.000436645,3.94E-13,0.004220698,-0.362341428,-0.920164606,-0.269208496,0.002442225,1.76E-09,-0.031009101,-0.389010447,-0.728991526,-0.235886883,0.036380332,-0.02327728,0.102592308,-0.73461511,-0.196456519,-0.169109564,0.035730763,0.100426072,0.07167271,-0.840935223,-0.140566332,-0.100412775,0.042037782,0.066145122
124,0.000173947,-0.873382507,-0.929515684,-0.273268084,0.000438211,3.94E-13,0.004393251,-0.391572828,-0.924783307,-0.26930011,0.002322349,2.08E-09,-0.027404684,-0.380091977,-0.707468131,-0.230393523,0.036003801,-0.026363411,0.095160443,-0.76523336,-0.181205413,-0.15077143,0.038114647,0.091713034,0.069395283,-0.847073021,-0.137084556,-0.096060085,0.04219665,0.063858961
125,0.000174087,-0.871383765,-0.930592552,-0.273266731,0.000439776,3.94E-13,0.004555627,-0.42039212,-0.928591913,-0.26939467,0.002202175,2.40E-09,-0.02321727,-0.374068136,-0.685474555,-0.223901459,0.035274703,-0.029670785,0.088514881,-0.789425035,-0.168699581,-0.135424291,0.039716081,0.084137386,0.068037466,-0.850637312,-0.135046829,-0.093512817,0.042278089,0.062513184
126,0.000174219,-0.869355633,-0.931630249,-0.273265378,0.000441341,3.93E-13,0.004707689,-0.448780854,-0.931586619,-0.269492082,0.00208171,2.72E-09,-0.018455166,-0.371252872,-0.663228447,-0.216320613,0.034168907,-0.033140505,0.082746305,-0.808445783,-0.158549577,-0.122842427,0.040764377,0.077767377,0.020885141,-0.749912216,-0.183133681,-0.067123004,0.026766984,0.019180246
127,0.000174343,-0.867298093,-0.932628723,-0.273264025,0.000442906,3.93E-13,0.004849331,-0.476721074,-0.93376444,-0.269592246,0.00196096,3.04E-09,-0.013154264,-0.371828643,-0.641010385,-0.207620809,0.032669131,-0.036676925,0.077899664,-0.82324534,-0.15045493,-0.112760775,0.041431584,0.072579059,-2.56E-17,-0.70437234,-0.20492758,-0.055686009,0.019818684,0
128,0.000174458,-0.86521113,-0.933587928,-0.273262674,0.000444471,3.93E-13,0.004980475,-0.504195334,-0.935123216,-0.269695062,0.001839932,3.36E-09,-0.007387325,-0.375723989,-0.61916438,-0.197883965,0.030767926,-0.040135979,0.073990248,-0.834510679,-0.144182982,-0.10493185,0.041842902,0.068508592,-2.56E-17,-0.70437234,-0.20492758,-0.055686009,0.019818684,0
129,0.000174566,-0.863094728,-0.934507814,-0.273261323,0.000446037,3.92E-13,0.005101071,-0.531186704,-0.93566161,-0.269800429,0.001718633,3.68E-09,-0.001274386,-0.382455981,-0.598085798,-0.187372812,0.028471489,-0.043313305,0.071016604,-0.842721425,-0.139555837,-0.099149685,0.042086738,0.065482786,0.027101328,-0.711160993,-0.180938057,-0.061764651,0.025472293,0.003482026
130,0.000174665,-0.860948873,-0.935388339,-0.273259974,0.000447602,3.92E-13,0.005211095,-0.557678783,-0.935379111,-0.26990824,0.001597071,3.99E-09,0.005007884,-0.390962642,-0.578189147,-0.176607781,0.025804328,-0.045934973,0.068969977,-0.848198871,-0.136442683,-0.095257572,0.04222304,0.063436041,0.076874445,-0.719476894,-0.146464147,-0.071276254,0.036489144,0.010127462
131,0.000174756,-0.858773553,-0.936229459,-0.273258625,0.000449167,3.91E-13,0.005310553,-0.583655709,-0.934276035,-0.27001839,0.001475254,4.31E-09,0.011222503,-0.399487715,-0.559848659,-0.166428854,0.02281457,-0.047655621,0.067840717,-0.851142969,-0.134755388,-0.09314883,0.042289517,0.062319241,0.18394903,-0.718628846,-0.121290971,-0.083390147,0.063259264,0.025753912
132,0.000174839,-0.856568757,-0.937031132,-0.273257277,0.000450732,3.91E-13,-0.003049454,-0.717310788,-0.968314121,-0.246028046,0.002390361,-0.0346382,0.017081845,-0.405626714,-0.543309731,-0.157998954,0.019579173,-0.048070849,-6.65E-17,-0.70437234,-0.20492758,-0.055686009,0.019818684,0,0.200901288,-0.6839414,-0.204057422,-0.071137658,0.073073911,0.031052163
133,0.000174913,-0.854334476,-0.937793321,-0.273255931,0.000452297,3.91E-13,-0.004188519,-0.739682752,-0.967145827,-0.246792908,0.002232702,-0.034638201,0.022279772,-0.406671225,-0.528581844,-0.152689475,0.016207558,-0.046751674,-6.65E-17,-0.70437234,-0.20492758,-0.055686009,0.019818684,0,0.244215832,-0.64614222,-0.29419939,-0.061415914,0.090134909,0.04175959
134,0.000174979,-0.852070701,-0.938515987,-0.273254585,0.000453862,3.90E-13,-0.005256633,-0.759689512,-0.965461922,-0.247461947,0.002090857,-0.034638202,0.026551396,-0.400340432,-0.515343233,-0.151798705,0.012841368,-0.043306733,-6.65E-17,-0.70437234,-0.20492758,-0.055686009,0.019818684,0,0.202957639,-0.607101353,-0.413389687,-0.043415553,0.08635155,0.041565904
135,0.000175037,-0.849777426,-0.939199096,-0.273253241,0.000455427,3.90E-13,-0.006243144,-0.777438771,-0.963432089,-0.24804255,0.001964318,-0.034638203,0.02975222,-0.385805776,-0.502906405,-0.156116854,0.009647623,-0.037470523,0.005176672,-0.705695545,-0.20029833,-0.05685521,0.020895043,0.00066379,,,,,,
