TimeStamp,W01,W02,W03,W1_0,W1_1,W1_2,W1_3,W1_4,W1_5,W2_0,W2_1,W2_2,W2_3,W2_4,W2_5,W3_0,W3_1,W3_2,W3_3,W3_4,W3_5
643,0.149540871,0.22918871,0.193915397,0.149540871,0.888241649,1.730628848,0.18065767,0.064781159,-0.010764493,0.22918871,0.990389526,1.906337976,0.407414049,-0.032453731,-0.146277308,0.193915397,1.169959545,2.228873968,0.516932607,-0.042794213,0.014908124
644,0.127074942,0.240495563,0.209142357,0.127074942,0.840191245,1.717397451,0.239692807,0.073230535,-0.034570053,0.240495563,1.015895247,1.816287994,0.342794359,-0.037691727,-0.133356363,0.209142357,1.065352201,1.977714777,0.313668221,0.013175407,0.021173079
645,0.140619025,0.247381002,0.20486474,0.140619025,0.881550431,1.673445344,0.237260401,0.04676263,-0.07602296,0.247381002,1.034242392,1.892208695,0.308027476,-0.031947289,-0.127390534,0.20486474,1.199258566,2.130777359,0.532231569,-0.039799713,0.010520268
646,0.14489229,0.227458328,0.251595855,0.14489229,0.931005359,1.680206418,0.196491331,0.023748679,-0.094004065,0.227458328,0.989232779,1.938940167,0.335561246,-0.022961237,-0.120477244,0.251595855,1.151480079,2.03879571,0.406332314,-0.018363288,0.003862757
647,0.168975428,0.255255967,0.198552549,0.168975428,0.871104836,1.699935436,0.254771948,-0.013075674,-0.118948229,0.255255967,0.939505756,1.835125446,0.280999422,-0.011429299,-0.138388827,0.198552549,1.122298717,1.993513465,0.37210539,-0.056268841,-0.002285238
648,0.147348747,0.234717458,0.255039096,0.147348747,0.961418688,1.687438488,0.231247455,-0.038693063,-0.149192721,0.234717458,0.951548934,1.90921104,0.328141391,-0.025360517,-0.15310584,0.255039096,1.175884724,2.107931137,0.481415391,-0.043998733,-0.013545491
649,0.152262032,0.213626891,0.214052439,0.152262032,0.888039291,1.703140736,0.272314072,-0.083039492,-0.142750531,0.213626891,0.936080933,1.816393137,0.344141185,-0.037404049,-0.161948919,0.214052439,1.154635072,2.000112295,0.402790785,-0.049950503,-0.02266271
650,0.207950518,0.250243872,0.236359656,0.207950518,0.890068173,1.726373792,0.213762075,-0.058886025,-0.125129133,0.250243872,0.978352904,1.897406697,0.342355967,-0.025397163,-0.170381248,0.236359656,1.112353206,2.084935427,0.456751466,-0.033511512,-0.032960195
651,0.165597171,0.229727536,0.22610423,0.165597171,0.924507737,1.689212203,0.207690537,-0.069357723,-0.117792062,0.229727536,1.002877474,1.926851511,0.373216867,-0.042104214,-0.157838091,0.22610423,1.173521519,2.015832663,0.422360301,-0.056767628,-0.052611642
652,0.154501557,0.212775439,0.221915811,0.154501557,0.841844678,1.583714247,0.238586456,-0.058744133,-0.153650194,0.212775439,0.968150854,1.767948627,0.294778049,-0.04663768,-0.12653169,0.221915811,1.178514957,2.065687418,0.461767972,-0.049895547,-0.056379426
653,0.195144981,0.219201237,0.25622493,0.195144981,0.908291757,1.724482656,0.222477004,-0.062483631,-0.133814454,0.219201237,0.987701714,1.86223197,0.344754368,-0.03740894,-0.14380008,0.25622493,1.105781913,1.980061769,0.390905708,-0.064292312,-0.080482423
654,0.152912706,0.264435172,0.247817576,0.152912706,0.891691089,1.648448348,0.261853874,-0.077006295,-0.126509964,0.264435172,0.967887759,1.830914855,0.328368902,-0.062105458,-0.117327049,0.247817576,1.122333169,2.03044796,0.488434613,-0.056744188,-0.061641563
655,0.158095837,0.244414091,0.254974008,0.158095837,0.854598284,1.650936723,0.209919691,-0.06571395,-0.142729282,0.244414091,0.992004633,1.826773882,0.330656767,-0.034883086,-0.137382001,0.254974008,1.150249839,1.953143954,0.401916981,-0.090622365,-0.091377631
656,0.195242465,0.252233714,0.220710516,0.195242465,0.925617993,1.758492947,0.225885078,-0.091283664,-0.141308635,0.252233714,1.009008884,1.875121832,0.37080586,-0.067468747,-0.123697236,0.220710516,1.195198059,1.976922274,0.457948238,-0.064690866,-0.080023751
657,0.204424679,0.260887623,0.27581507,0.204424679,0.870283306,1.682694197,0.184571847,-0.087128282,-0.15291658,0.260887623,0.908035159,1.79722333,0.313611388,-0.00107189,-0.149332941,0.27581507,1.188401222,1.85864377,0.455169886,-0.053123407,-0.075885043
658,0.197205096,0.267836362,0.24384743,0.197205096,0.858347893,1.61455667,0.196073294,-0.067730457,-0.125112683,0.267836362,1.01990211,1.861603737,0.327825159,-0.025142569,-0.138973027,0.24384743,1.189580202,1.991292357,0.487535477,-0.100255311,-0.085285179
659,0.206138015,0.245919168,0.262329191,0.206138015,0.947538912,1.728826404,0.237836763,-0.075340495,-0.136865512,0.245919168,0.944395602,1.782193184,0.338806182,-0.04812495,-0.123544857,0.262329191,1.094770789,1.887597442,0.409688592,-0.039608102,-0.071657345
660,0.183566824,0.242518991,0.24668467,0.183566824,0.81530875,1.66938436,0.182384342,-0.051106118,-0.119626328,0.242518991,0.957438648,1.82462275,0.32856214,-0.037909016,-0.121919259,0.24668467,1.252440929,2.028264999,0.516696811,-0.037465982,-0.07536231
661,0.209878534,0.257763326,0.253180474,0.209878534,0.819758415,1.71513474,0.281730086,-0.051672116,-0.151240289,0.257763326,1.038233876,1.782200575,0.308748901,-0.056538627,-0.118369952,0.253180474,1.125234962,1.868556261,0.445669472,-0.055032097,-0.08309643
662,0.181664228,0.275305301,0.240252063,0.181664228,0.857558429,1.722092509,0.240111604,-0.066186816,-0.135837898,0.275305301,0.971944928,1.771428585,0.341728956,-0.031346843,-0.130376324,0.240252063,1.239550352,1.92467761,0.447454333,-0.069893949,-0.073471978
663,0.203115463,0.267072737,0.251038402,0.203115463,0.803618371,1.63206768,0.183265105,-0.076727219,-0.119273156,0.267072737,1.003542066,1.813485742,0.284069836,-0.050618116,-0.126168951,0.251038402,1.184923172,1.952640772,0.481138438,-0.057352282,-0.070936605
664,0.224070787,0.273274809,0.253800184,0.224070787,0.898708761,1.696233034,0.202199936,-0.087238446,-0.14197126,0.273274809,0.982240915,1.776216149,0.30113253,-0.075127259,-0.121587351,0.253800184,1.181488514,1.856589198,0.446373075,-0.068839036,-0.066961594
665,0.193616956,0.264009506,0.243142277,0.193616956,0.879487693,1.669852853,0.239198923,-0.092545152,-0.149441406,0.264009506,0.995910108,1.838825226,0.351958364,-0.068999544,-0.089020893,0.243142277,1.262691498,1.896981239,0.554685354,-0.067771658,-0.050761711
666,0.217884898,0.267929763,0.248630673,0.217884898,0.875316799,1.603893161,0.239180326,-0.060478915,-0.149672568,0.267929763,0.924523592,1.722661972,0.301525444,-0.041504532,-0.105504334,0.248630673,1.161828756,1.906473398,0.470207751,-0.094117723,-0.052377593
667,0.205242544,0.277006477,0.253720641,0.205242544,0.899958313,1.737494946,0.172242805,-0.070631564,-0.139255166,0.277006477,0.952438474,1.75645113,0.32281059,-0.068173118,-0.120734259,0.253720641,1.099445581,1.803521276,0.482722342,-0.033947743,-0.047082145
668,0.215386957,0.264447212,0.237582847,0.215386957,0.861039877,1.617671967,0.19877167,-0.069281578,-0.175491035,0.264447212,0.972036779,1.731179595,0.329278111,-0.087306589,-0.134405598,0.237582847,1.184601545,1.878135681,0.5369519,-0.008836852,-0.033888325
669,0.216801614,0.251846641,0.233573079,0.216801614,0.899270535,1.649555326,0.237490296,-0.065875508,-0.126365036,0.251846641,1.061384082,1.755195975,0.345497847,-0.015886875,-0.120299339,0.233573079,1.197909832,1.812462211,0.533687949,-0.030759355,-0.019045413
670,0.224112153,0.278502762,0.230366781,0.224112153,0.885497749,1.673397422,0.19665131,-0.061376326,-0.133417085,0.278502762,1.00033474,1.684126496,0.356625676,-0.050435659,-0.102960184,0.230366781,1.214463472,1.854856968,0.513816118,-0.009691056,-0.018725852
671,0.217276156,0.266852885,0.256750584,0.217276156,0.822855353,1.582897186,0.178966925,-0.064651512,-0.126314864,0.266852885,1.000793338,1.753576875,0.359204859,-0.043950349,-0.11580807,0.256750584,1.160597563,1.870341659,0.534665406,-0.030029057,-0.01680183
672,0.21280852,0.277525902,0.238292053,0.21280852,0.8944543,1.688763142,0.260183871,-0.085681528,-0.114818245,0.277525902,0.963371158,1.674968719,0.326266527,-0.050306398,-0.1098378,0.238292053,1.269759178,1.855994701,0.518589318,-0.03996098,-0.004205931
673,0.208515406,0.286771476,0.251553953,0.208515406,0.869351089,1.577347994,0.13661176,-0.096692964,-0.10679923,0.286771476,1.01655817,1.736779571,0.329700172,-0.090655014,-0.123039246,0.251553953,1.250738978,1.891481876,0.560429335,-0.055847421,-0.019246807
674,0.217490613,0.296097338,0.233727187,0.217490613,0.849955797,1.623315454,0.221379787,-0.076012075,-0.132076651,0.296097338,0.916814506,1.655190229,0.398827463,-0.042281449,-0.096365049,0.233727187,1.184068561,1.81923151,0.56698519,-0.054057688,0.011352751
675,0.225658357,0.256372899,0.241619989,0.225658357,0.867192507,1.643540025,0.221226498,-0.054454245,-0.130035639,0.256372899,1.052575827,1.685281754,0.342529565,-0.028883331,-0.086718142,0.241619989,1.424566627,1.666753769,0.7343449,-0.060089357,-0.002893966
676,0.231014818,0.255112767,0.227435797,0.231014818,0.859679103,1.599833965,0.176880419,-0.079425864,-0.130379692,0.255112767,0.951947689,1.681280971,0.351191819,-0.062612444,-0.101174146,0.227435797,1.367870569,1.7257936,0.706011951,-0.042268932,-0.02421003
677,0.20698756,0.285990149,0.252286345,0.20698756,0.921132743,1.719684005,0.260617614,-0.085680082,-0.120466903,0.285990149,0.992976069,1.686873078,0.319953352,-0.079779603,-0.1099969,0.252286345,1.310117602,1.736996412,0.672874153,-0.026335947,-0.012307413
678,0.23827818,0.266683549,0.247097418,0.23827818,0.857688248,1.57849586,0.228914395,-0.071647517,-0.1190117,0.266683549,1.098632097,1.624174714,0.40833205,-0.089881957,-0.085218132,0.247097418,1.260336876,1.787606001,0.65321523,-0.030786294,-0.015233355
679,0.2088826,0.285184681,0.239726692,0.2088826,0.896834254,1.685062051,0.199389413,-0.081181481,-0.114064172,0.285184681,0.98994267,1.681198001,0.418830663,-0.075717345,-0.088303417,0.239726692,1.22310698,1.809316039,0.637634575,-0.022584982,-0.018622294
680,0.225901961,0.276676506,0.244105667,0.225901961,0.755390644,1.599508882,0.182281315,-0.090936452,-0.105586395,0.276676506,0.994502008,1.655418634,0.387962639,-0.023373513,-0.067272753,0.244105667,1.177934885,1.840219021,0.619079649,-0.03756623,-0.010869015
681,0.227201253,0.263841361,0.238921344,0.227201253,0.89948082,1.651527643,0.245910063,-0.115352869,-0.108295217,0.263841361,0.983885169,1.642034411,0.383555472,-0.034634925,-0.06023955,0.238921344,1.182239413,1.854323864,0.630455554,-0.017909862,-0.012510635
682,0.233903855,0.257552654,0.240122095,0.233903855,0.869167507,1.592418909,0.118552439,-0.086204082,-0.115800917,0.257552654,1.04820478,1.625544548,0.363421082,-0.00202792,-0.064839274,0.240122095,1.15154922,1.850395203,0.629175365,-0.02312392,-0.017014608
683,0.235613018,0.272209078,0.19986926,0.235613018,0.908439219,1.684640765,0.247012883,-0.098036662,-0.096531078,0.272209078,1.035180807,1.674007416,0.390452981,-0.010994989,-0.056334615,0.19986926,1.205010653,1.889604449,0.66250813,-0.068376735,-0.003757715
684,0.216920674,0.279131114,,0.216920674,0.811047733,1.585853338,0.214790255,-0.113783114,-0.102459595,0.279131114,1.007542133,1.59644866,0.403486103,-0.0351611,-0.04372675,,,,,,
685,0.250078619,0.268827349,,0.250078619,0.906223297,1.644677758,0.23458603,-0.102778234,-0.114246488,0.268827349,1.087674618,1.66004777,0.441200137,-0.028870828,-0.048836168,,,,,,
686,0.221998304,0.262981951,,0.221998304,0.890664637,1.50067234,0.212671131,-0.088266037,-0.106770203,0.262981951,1.071215749,1.677508831,0.465739101,-0.052942015,-0.050585184,,,,,,
687,0.259823292,0.256763011,,0.259823292,0.950383604,1.620279312,0.265897125,-0.060425837,-0.116960719,0.256763011,1.045859694,1.609195471,0.454940587,-0.025437947,-0.052605644,,,,,,
688,0.249264419,0.269074917,,0.249264419,0.842416048,1.535775542,0.237580806,-0.094537541,-0.108208939,0.269074917,1.213490486,1.450027704,0.611367404,-0.032414112,-0.039258048,,,,,,
689,0.236810386,0.258346438,,0.236810386,0.831537127,1.579330325,0.217637032,-0.114478022,-0.131194934,0.258346438,1.198624253,1.514009237,0.577782869,-0.034339234,-0.040779181,,,,,,
690,0.248912409,,,0.248912409,0.920433044,1.483777761,0.243838429,-0.099052124,-0.116352573,,,,,,,,,,,,
691,0.249049887,,,0.249049887,0.838205576,1.530014753,0.221217528,-0.098763265,-0.107494637,,,,,,,,,,,,
692,0.241271719,,,0.241271719,1.024013638,1.578116059,0.225633264,-0.094728619,-0.097502053,,,,,,,,,,,,
693,0.239668489,,,0.239668489,0.814079225,1.466218948,0.257256269,-0.102492623,-0.104334936,,,,,,,,,,,,
694,0.252160698,,,0.252160698,0.899213612,1.529818892,0.278407931,-0.121902481,-0.079428062,,,,,,,,,,,,
695,0.249142289,,,0.249142289,0.907846689,1.549161196,0.285457671,-0.127488121,-0.075106025,,,,,,,,,,,,
696,0.244095579,,,0.244095579,0.914896369,1.437797308,0.283056378,-0.05379492,-0.069087096,,,,,,,,,,,,
697,0.241335765,,,0.241335765,0.95527792,1.446977854,0.288807273,-0.007691745,-0.067632444,,,,,,,,,,,,
698,0.221408039,,,0.221408039,0.92868793,1.409046173,0.316765189,-0.001336113,-0.037288506,,,,,,,,,,,,
699,0.199884549,,,0.199884549,0.89118278,1.481096625,0.30883202,0.007224726,-0.059253238,,,,,,,,,,,,
700,0.223852277,,,0.223852277,0.871000528,1.458505034,0.287786394,-0.004363546,-0.060305983,,,,,,,,,,,,
701,0.216695651,,,0.216695651,0.956218541,1.429184914,0.329849005,-0.052068457,-0.057855051,,,,,,,,,,,,
702,0.23028709,,,0.23028709,0.955879688,1.48116982,0.320935249,-0.074046046,-0.04927247,,,,,,,,,,,,
703,0.243005559,,,0.243005559,0.921753883,1.438123703,0.315575421,-0.072437204,-0.047629934,,,,,,,,,,,,
704,0.22968851,,,0.22968851,1.042709827,1.40349102,0.409990817,-0.079369761,-0.030221518,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,
